match_id,players_in_chat,percent_players_in_chat
28958,5,50.0
28959,8,80.0
28960,5,50.0
28961,4,40.0
28962,7,70.0
28963,7,70.0
28964,8,80.0
28965,5,50.0
28966,5,50.0
28967,6,60.0
28968,7,70.0
28969,5,50.0
28970,6,60.0
28971,5,50.0
28972,5,50.0
28973,8,80.0
28974,5,50.0
28975,8,80.0
28976,5,50.0
28977,8,80.0
28978,7,70.0
28979,7,70.0
28980,3,30.0
28981,3,30.0
28982,6,60.0
28983,5,50.0
28984,7,70.0
28985,5,50.0
28986,8,80.0
28987,8,80.0
28988,2,20.0
28989,5,50.0
28990,8,80.0
28991,7,70.0
28992,6,60.0
28993,9,90.0
28994,6,60.0
28995,5,50.0
28996,8,80.0
28997,3,30.0
28998,6,60.0
28999,2,20.0
29000,7,70.0
29001,5,50.0
29002,6,60.0
29003,9,90.0
29004,5,50.0
29005,4,40.0
29006,4,40.0
29007,5,50.0
29008,6,60.0
29009,2,20.0
29010,7,70.0
29011,5,50.0
29012,5,50.0
29013,6,60.0
29014,6,60.0
29015,6,60.0
29016,8,80.0
29017,8,80.0
29018,7,70.0
29019,8,80.0
29020,2,20.0
29021,8,80.0
29022,6,60.0
29023,6,60.0
29024,6,60.0
29025,8,80.0
29026,5,50.0
29027,3,30.0
29028,9,90.0
29029,7,70.0
29030,4,40.0
29031,6,60.0
29032,9,90.0
29033,6,60.0
29034,5,50.0
29035,8,80.0
29036,5,50.0
29037,7,70.0
29038,8,80.0
29039,7,70.0
29040,8,80.0
29041,8,80.0
29042,7,70.0
29043,3,30.0
29044,8,80.0
29045,4,40.0
29046,3,30.0
29047,3,30.0
29048,7,70.0
29049,4,40.0
29050,7,70.0
29051,8,80.0
29052,7,70.0
29053,7,70.0
29054,5,50.0
29055,6,60.0
29056,5,50.0
29057,7,70.0
29058,6,60.0
29059,7,70.0
29060,9,90.0
29061,6,60.0
29062,2,20.0
29063,6,60.0
29064,4,40.0
29066,7,70.0
29067,4,40.0
29068,7,70.0
29069,5,50.0
29070,3,30.0
29071,7,70.0
29072,6,60.0
29073,7,70.0
29074,2,20.0
29075,9,90.0
29076,6,60.0
29077,6,60.0
29078,3,30.0
29079,6,60.0
29080,6,60.0
29081,9,90.0
29082,7,70.0
29083,7,70.0
29084,5,50.0
29085,5,50.0
29086,3,30.0
29087,5,50.0
29088,9,90.0
29089,6,60.0
29090,6,60.0
29091,6,60.0
29092,9,90.0
29093,10,100.0
29094,9,90.0
29095,8,80.0
29096,4,40.0
29097,6,60.0
29098,8,80.0
29099,7,70.0
29100,5,50.0
29101,4,40.0
29102,4,40.0
29103,5,50.0
29104,1,10.0
29105,5,50.0
29106,3,30.0
29107,9,90.0
29108,6,60.0
29109,6,60.0
29110,6,60.0
29111,7,70.0
29112,8,80.0
29113,7,70.0
29114,6,60.0
29115,5,50.0
29116,8,80.0
29117,6,60.0
29118,6,60.0
29119,5,50.0
29120,2,20.0
29121,5,50.0
29122,9,90.0
29123,8,80.0
29124,2,20.0
29125,7,70.0
29126,8,80.0
29127,8,80.0
29128,7,70.0
29129,8,80.0
29130,8,80.0
29131,4,40.0
29132,9,90.0
29133,9,90.0
29134,5,50.0
29135,6,60.0
29136,10,100.0
29137,5,50.0
29138,7,70.0
29139,6,60.0
29140,8,80.0
29141,9,90.0
29142,5,50.0
29143,5,50.0
29144,6,60.0
29145,4,40.0
29146,5,50.0
29147,6,60.0
29148,5,50.0
29149,6,60.0
29150,4,40.0
29151,8,80.0
29152,4,40.0
29153,3,30.0
29154,2,20.0
29155,3,30.0
29156,4,40.0
29157,4,40.0
29158,7,70.0
29159,9,90.0
29160,8,80.0
29161,8,80.0
29162,5,50.0
29163,4,40.0
29164,4,40.0
29165,9,90.0
29167,6,60.0
29168,7,70.0
29169,7,70.0
29170,2,20.0
29171,4,40.0
29172,6,60.0
29173,6,60.0
29174,6,60.0
29175,3,30.0
29176,7,70.0
29177,8,80.0
29178,6,60.0
29179,6,60.0
29180,2,20.0
29181,5,50.0
29182,9,90.0
29183,3,30.0
29184,6,60.0
29185,4,40.0
29186,3,30.0
29188,7,70.0
29189,8,80.0
29190,6,60.0
29191,10,100.0
29192,3,30.0
29193,5,50.0
29194,7,70.0
29195,4,40.0
29196,6,60.0
29197,4,40.0
29198,6,60.0
29199,8,80.0
29200,7,70.0
29201,3,30.0
29202,6,60.0
29203,6,60.0
29204,8,80.0
29205,8,80.0
29206,7,70.0
29207,5,50.0
29208,8,80.0
29209,8,80.0
29210,7,70.0
29211,6,60.0
29212,5,50.0
29213,3,30.0
29214,8,80.0
29215,6,60.0
29216,7,70.0
29217,6,60.0
29218,9,90.0
29219,8,80.0
29220,6,60.0
29221,7,70.0
29222,5,50.0
29223,6,60.0
29224,8,80.0
29225,8,80.0
29226,6,60.0
29227,5,50.0
29228,9,90.0
29229,4,40.0
29230,7,70.0
29231,7,70.0
29232,8,80.0
29233,3,30.0
29234,5,50.0
29235,7,70.0
29236,1,10.0
29237,7,70.0
29238,5,50.0
29239,9,90.0
29240,7,70.0
29241,6,60.0
29242,6,60.0
29243,4,40.0
29244,3,30.0
29245,4,40.0
29246,6,60.0
29247,8,80.0
29248,5,50.0
29249,7,70.0
29250,7,70.0
29251,7,70.0
29252,6,60.0
29253,6,60.0
29254,4,40.0
29255,5,50.0
29256,6,60.0
29257,8,80.0
29258,6,60.0
29259,9,90.0
29260,5,50.0
29261,8,80.0
29262,6,60.0
29263,5,50.0
29264,8,80.0
29265,8,80.0
29266,5,50.0
29267,6,60.0
29268,8,80.0
29269,5,50.0
29270,7,70.0
29271,5,50.0
29272,8,80.0
29273,10,100.0
29274,4,40.0
29275,8,80.0
29276,7,70.0
29277,4,40.0
29278,3,30.0
29279,8,80.0
29280,6,60.0
29281,5,50.0
29282,5,50.0
29283,7,70.0
29284,9,90.0
29285,5,50.0
29286,5,50.0
29287,5,50.0
29288,5,50.0
29289,3,30.0
29290,2,20.0
29291,5,50.0
29292,8,80.0
29293,2,20.0
29294,6,60.0
29295,8,80.0
29296,6,60.0
29297,4,40.0
29298,4,40.0
29299,8,80.0
29300,1,10.0
29301,5,50.0
29302,6,60.0
29303,3,30.0
29304,6,60.0
29305,9,90.0
29306,4,40.0
29307,9,90.0
29308,6,60.0
29309,8,80.0
29310,7,70.0
29311,3,30.0
29312,9,90.0
29313,8,80.0
29314,6,60.0
29315,6,60.0
29316,4,40.0
29317,8,80.0
29318,8,80.0
29319,4,40.0
29320,2,20.0
29321,4,40.0
29322,10,100.0
29323,4,40.0
29324,3,30.0
29325,9,90.0
29326,8,80.0
29327,9,90.0
29328,9,90.0
29329,8,80.0
29330,3,30.0
29331,6,60.0
29332,8,80.0
29333,1,10.0
29334,3,30.0
29335,8,80.0
29336,3,30.0
29337,1,10.0
29338,3,30.0
29339,5,50.0
29340,7,70.0
29341,6,60.0
29342,7,70.0
29343,3,30.0
29344,5,50.0
29345,10,100.0
29346,3,30.0
29347,6,60.0
29348,4,40.0
29349,8,80.0
29350,6,60.0
29351,7,70.0
29352,6,60.0
29353,3,30.0
29354,8,80.0
29355,9,90.0
29356,6,60.0
29357,5,50.0
29358,3,30.0
29359,3,30.0
29360,5,50.0
29361,9,90.0
29362,4,40.0
29363,6,60.0
29364,5,50.0
29365,6,60.0
29366,5,50.0
29367,5,50.0
29368,5,50.0
29369,6,60.0
29370,5,50.0
29371,5,50.0
29372,3,30.0
29373,8,80.0
29374,4,40.0
29375,7,70.0
29376,4,40.0
29377,6,60.0
29378,7,70.0
29379,5,50.0
29380,4,40.0
29381,3,30.0
29382,8,80.0
29383,5,50.0
29384,5,50.0
29385,5,50.0
29386,4,40.0
29387,7,70.0
29388,8,80.0
29389,3,30.0
29390,6,60.0
29391,7,70.0
29392,7,70.0
29393,7,70.0
29394,3,30.0
29395,4,40.0
29396,6,60.0
29397,4,40.0
29398,8,80.0
29399,7,70.0
29400,6,60.0
29401,7,70.0
29402,6,60.0
29403,6,60.0
29404,3,30.0
29405,4,40.0
29406,9,90.0
29407,4,40.0
29408,6,60.0
29409,9,90.0
29410,8,80.0
29411,8,80.0
29412,7,70.0
29413,5,50.0
29414,5,50.0
29415,4,40.0
29416,6,60.0
29417,5,50.0
29418,4,40.0
29419,9,90.0
29420,7,70.0
29421,10,100.0
29422,8,80.0
29423,6,60.0
29424,8,80.0
29425,4,40.0
29426,7,70.0
29427,6,60.0
29428,5,50.0
29429,5,50.0
29430,4,40.0
29431,4,40.0
29432,5,50.0
29433,5,50.0
29434,8,80.0
29435,8,80.0
29436,5,50.0
29437,6,60.0
29438,9,90.0
29439,8,80.0
29440,10,100.0
29441,3,30.0
29442,6,60.0
29443,8,80.0
29444,7,70.0
29445,5,50.0
29446,8,80.0
29447,5,50.0
29448,3,30.0
29449,7,70.0
29450,9,90.0
29451,5,50.0
29452,5,50.0
29453,8,80.0
29454,3,30.0
29455,5,50.0
29456,6,60.0
29457,3,30.0
29458,3,30.0
29459,7,70.0
29460,5,50.0
29461,8,80.0
29462,4,40.0
29463,5,50.0
29464,9,90.0
29465,6,60.0
29466,6,60.0
29467,6,60.0
29468,3,30.0
29469,6,60.0
29470,7,70.0
29471,4,40.0
29472,6,60.0
29473,5,50.0
29475,5,50.0
29476,7,70.0
29477,7,70.0
29478,6,60.0
29479,10,100.0
29480,3,30.0
29481,5,50.0
29482,5,50.0
29483,5,50.0
29484,6,60.0
29485,9,90.0
29486,6,60.0
29487,4,40.0
29488,5,50.0
29489,8,80.0
29490,5,50.0
29491,6,60.0
29492,3,30.0
29493,6,60.0
29494,8,80.0
29495,8,80.0
29496,6,60.0
29497,5,50.0
29498,6,60.0
29499,5,50.0
29500,7,70.0
29501,3,30.0
29502,9,90.0
29503,3,30.0
29504,6,60.0
29505,4,40.0
29506,7,70.0
29507,7,70.0
29508,3,30.0
29509,5,50.0
29510,5,50.0
29511,5,50.0
29512,4,40.0
29513,6,60.0
29514,7,70.0
29515,2,20.0
29516,8,80.0
29517,7,70.0
29518,4,40.0
29519,7,70.0
29520,3,30.0
29521,4,40.0
29522,2,20.0
29523,3,30.0
29524,8,80.0
29525,5,50.0
29526,6,60.0
29527,7,70.0
29528,3,30.0
29529,5,50.0
29530,5,50.0
29531,6,60.0
29532,7,70.0
29533,8,80.0
29534,7,70.0
29535,9,90.0
29536,5,50.0
29537,5,50.0
29538,2,20.0
29539,4,40.0
29540,6,60.0
29541,7,70.0
29542,7,70.0
29543,6,60.0
29544,7,70.0
29545,3,30.0
29546,2,20.0
29547,6,60.0
29548,5,50.0
29549,7,70.0
29550,7,70.0
29551,8,80.0
29552,7,70.0
29553,6,60.0
29554,7,70.0
29555,7,70.0
29556,8,80.0
29557,6,60.0
29558,5,50.0
29559,5,50.0
29560,8,80.0
29561,2,20.0
29562,6,60.0
29563,7,70.0
29564,5,50.0
29565,5,50.0
29566,8,80.0
29567,9,90.0
29568,7,70.0
29569,3,30.0
29570,4,40.0
29571,9,90.0
29572,4,40.0
29573,2,20.0
29574,7,70.0
29575,6,60.0
29576,5,50.0
29577,1,10.0
29578,1,10.0
29579,4,40.0
29580,9,90.0
29581,6,60.0
29582,6,60.0
29583,9,90.0
29584,3,30.0
29585,2,20.0
29586,4,40.0
29587,6,60.0
29588,5,50.0
29589,7,70.0
29590,6,60.0
29591,8,80.0
29592,6,60.0
29593,5,50.0
29594,7,70.0
29595,5,50.0
29596,7,70.0
29597,8,80.0
29598,5,50.0
29599,5,50.0
29600,2,20.0
29601,6,60.0
29602,2,20.0
29603,7,70.0
29604,8,80.0
29605,8,80.0
29606,9,90.0
29607,2,20.0
29608,6,60.0
29609,6,60.0
29610,8,80.0
29611,8,80.0
29612,10,100.0
29613,4,40.0
29614,5,50.0
29615,2,20.0
29616,5,50.0
29617,7,70.0
29618,7,70.0
29619,7,70.0
29620,5,50.0
29621,7,70.0
29622,5,50.0
29623,4,40.0
29624,8,80.0
29625,7,70.0
29626,5,50.0
29627,4,40.0
29628,7,70.0
29629,3,30.0
29630,3,30.0
29631,5,50.0
29632,5,50.0
29633,7,70.0
29634,9,90.0
29635,10,100.0
29636,3,30.0
29637,5,50.0
29638,7,70.0
29639,2,20.0
29640,6,60.0
29641,6,60.0
29642,6,60.0
29643,6,60.0
29644,7,70.0
29645,6,60.0
29646,4,40.0
29647,7,70.0
29648,8,80.0
29649,5,50.0
29650,5,50.0
29651,4,40.0
29652,5,50.0
29653,9,90.0
29654,6,60.0
29655,2,20.0
29656,5,50.0
29657,2,20.0
29658,7,70.0
29659,9,90.0
29660,7,70.0
29661,5,50.0
29662,3,30.0
29663,7,70.0
29664,7,70.0
29665,7,70.0
29666,6,60.0
29667,7,70.0
29668,6,60.0
29669,3,30.0
29670,1,10.0
29671,4,40.0
29672,5,50.0
29673,2,20.0
29674,3,30.0
29675,5,50.0
29676,9,90.0
29677,9,90.0
29678,4,40.0
29679,6,60.0
29680,6,60.0
29681,8,80.0
29682,8,80.0
29683,4,40.0
29684,2,20.0
29685,3,30.0
29686,3,30.0
29687,4,40.0
29688,5,50.0
29689,8,80.0
29690,5,50.0
29691,1,10.0
29692,3,30.0
29693,2,20.0
29694,3,30.0
29695,6,60.0
29696,9,90.0
29697,10,100.0
29698,2,20.0
29699,3,30.0
29700,4,40.0
29701,4,40.0
29702,6,60.0
29703,7,70.0
29704,5,50.0
29705,5,50.0
29706,3,30.0
29707,7,70.0
29708,5,50.0
29709,5,50.0
29710,5,50.0
29711,4,40.0
29712,9,90.0
29713,5,50.0
29714,5,50.0
29715,6,60.0
29716,9,90.0
29717,3,30.0
29718,8,80.0
29719,4,40.0
29720,6,60.0
29721,9,90.0
29722,5,50.0
29723,7,70.0
29724,7,70.0
29725,7,70.0
29726,7,70.0
29727,5,50.0
29728,8,80.0
29729,7,70.0
29730,6,60.0
29731,5,50.0
29732,5,50.0
29733,5,50.0
29734,7,70.0
29735,5,50.0
29736,3,30.0
29737,8,80.0
29738,7,70.0
29739,4,40.0
29740,3,30.0
29741,4,40.0
29742,6,60.0
29743,8,80.0
29744,9,90.0
29745,8,80.0
29746,6,60.0
29747,6,60.0
29748,5,50.0
29749,7,70.0
29750,5,50.0
29751,3,30.0
29752,7,70.0
29753,4,40.0
29754,9,90.0
29755,8,80.0
29756,7,70.0
29757,4,40.0
29758,9,90.0
29759,8,80.0
29760,6,60.0
29761,8,80.0
29762,7,70.0
29763,4,40.0
29764,4,40.0
29765,3,30.0
29766,4,40.0
29767,4,40.0
29768,6,60.0
29769,5,50.0
29770,5,50.0
29771,5,50.0
29772,5,50.0
29773,2,20.0
29774,8,80.0
29775,6,60.0
29776,7,70.0
29777,6,60.0
29778,5,50.0
29779,6,60.0
29780,7,70.0
29781,6,60.0
29782,3,30.0
29783,6,60.0
29784,6,60.0
29785,6,60.0
29786,5,50.0
29787,5,50.0
29788,4,40.0
29789,7,70.0
29790,8,80.0
29791,4,40.0
29792,7,70.0
29793,8,80.0
29794,6,60.0
29795,6,60.0
29796,7,70.0
29797,6,60.0
29798,8,80.0
29799,3,30.0
29800,3,30.0
29801,7,70.0
29802,7,70.0
29803,6,60.0
29804,10,100.0
29805,9,90.0
29806,9,90.0
29807,7,70.0
29808,7,70.0
29809,8,80.0
29810,5,50.0
29811,4,40.0
29812,8,80.0
29813,6,60.0
29814,3,30.0
29815,9,90.0
29816,3,30.0
29817,4,40.0
29818,9,90.0
29819,3,30.0
29820,4,40.0
29821,8,80.0
29822,8,80.0
29823,5,50.0
29824,6,60.0
29825,8,80.0
29826,5,50.0
29827,4,40.0
29828,7,70.0
29829,3,30.0
29830,6,60.0
29831,7,70.0
29832,8,80.0
29833,6,60.0
29834,9,90.0
29835,8,80.0
29836,8,80.0
29837,5,50.0
29838,5,50.0
29839,6,60.0
29840,2,20.0
29841,7,70.0
29842,1,10.0
29843,3,30.0
29844,8,80.0
29845,1,10.0
29846,4,40.0
29847,6,60.0
29848,3,30.0
29849,8,80.0
29850,5,50.0
29851,5,50.0
29852,8,80.0
29853,6,60.0
29854,7,70.0
29855,8,80.0
29856,8,80.0
29857,6,60.0
29858,6,60.0
29859,6,60.0
29860,6,60.0
29861,8,80.0
29862,5,50.0
29863,5,50.0
29864,8,80.0
29865,4,40.0
29866,4,40.0
29867,6,60.0
29868,8,80.0
29869,10,100.0
29870,7,70.0
29871,5,50.0
29872,5,50.0
29873,4,40.0
29874,4,40.0
29875,6,60.0
29876,6,60.0
29877,2,20.0
29878,4,40.0
29879,9,90.0
29880,7,70.0
29881,4,40.0
29882,6,60.0
29883,6,60.0
29884,4,40.0
29885,5,50.0
29886,9,90.0
29887,9,90.0
29888,7,70.0
29889,6,60.0
29890,5,50.0
29891,9,90.0
29892,5,50.0
29893,9,90.0
29894,6,60.0
29895,6,60.0
29896,5,50.0
29897,5,50.0
29898,5,50.0
29899,6,60.0
29900,7,70.0
29901,5,50.0
29902,5,50.0
29903,6,60.0
29904,8,80.0
29905,7,70.0
29906,5,50.0
29907,3,30.0
29908,6,60.0
29909,3,30.0
29910,7,70.0
29911,5,50.0
29912,9,90.0
29913,2,20.0
29914,6,60.0
29915,6,60.0
29916,7,70.0
29917,5,50.0
29918,4,40.0
29919,3,30.0
29920,5,50.0
29921,10,100.0
29922,6,60.0
29923,5,50.0
29924,7,70.0
29925,7,70.0
29926,6,60.0
29927,7,70.0
29928,4,40.0
29929,6,60.0
29930,5,50.0
29931,7,70.0
29932,6,60.0
29933,6,60.0
29934,5,50.0
29935,8,80.0
29936,3,30.0
29937,7,70.0
29938,4,40.0
29939,8,80.0
29940,4,40.0
29941,5,50.0
29942,8,80.0
29943,3,30.0
29944,8,80.0
29945,10,100.0
29946,5,50.0
29947,6,60.0
29948,6,60.0
29949,5,50.0
29950,7,70.0
29951,3,30.0
29952,3,30.0
29953,7,70.0
29954,6,60.0
29955,5,50.0
29956,5,50.0
29957,9,90.0
29958,6,60.0
29959,5,50.0
29960,7,70.0
29961,8,80.0
29962,7,70.0
29963,7,70.0
29964,5,50.0
29965,6,60.0
29966,9,90.0
29967,6,60.0
29968,5,50.0
29969,6,60.0
29970,8,80.0
29971,7,70.0
29972,8,80.0
29973,9,90.0
29974,8,80.0
29975,6,60.0
29976,7,70.0
29977,8,80.0
29978,3,30.0
29979,6,60.0
29980,10,100.0
29981,3,30.0
29982,6,60.0
29983,5,50.0
29984,7,70.0
29985,7,70.0
29986,2,20.0
29987,6,60.0
29988,8,80.0
29989,5,50.0
29990,6,60.0
29991,4,40.0
29992,4,40.0
29993,3,30.0
29994,6,60.0
29995,6,60.0
29996,6,60.0
29997,7,70.0
29998,4,40.0
29999,5,50.0
30000,3,30.0
30001,6,60.0
30002,10,100.0
30003,7,70.0
30004,9,90.0
30005,6,60.0
30006,6,60.0
30007,6,60.0
30008,5,50.0
30009,6,60.0
30010,5,50.0
30011,5,50.0
30012,7,70.0
30013,9,90.0
30014,5,50.0
30015,3,30.0
30016,6,60.0
30017,9,90.0
30018,6,60.0
30019,9,90.0
30020,1,10.0
30021,5,50.0
30022,6,60.0
30023,7,70.0
30024,6,60.0
30025,4,40.0
30026,7,70.0
30027,2,20.0
30028,2,20.0
30029,7,70.0
30030,4,40.0
30031,10,100.0
30032,7,70.0
30033,2,20.0
30034,5,50.0
30035,7,70.0
30036,6,60.0
30037,7,70.0
30038,3,30.0
30039,8,80.0
30040,8,80.0
30041,6,60.0
30042,9,90.0
30043,1,10.0
30044,6,60.0
30045,4,40.0
30046,6,60.0
30047,8,80.0
30048,5,50.0
30049,8,80.0
30050,8,80.0
30051,5,50.0
30052,10,100.0
30053,7,70.0
30054,4,40.0
30055,4,40.0
30056,7,70.0
30057,8,80.0
30058,5,50.0
30059,4,40.0
30060,6,60.0
30061,8,80.0
30062,6,60.0
30063,4,40.0
30064,8,80.0
30065,10,100.0
30066,5,50.0
30067,2,20.0
30068,4,40.0
30069,8,80.0
30070,6,60.0
30071,4,40.0
30072,7,70.0
30073,5,50.0
30074,7,70.0
30075,3,30.0
30076,4,40.0
30077,7,70.0
30078,7,70.0
30079,5,50.0
30080,6,60.0
30081,4,40.0
30082,4,40.0
30083,6,60.0
30084,8,80.0
30085,5,50.0
30086,3,30.0
30087,4,40.0
30088,2,20.0
30089,3,30.0
30090,5,50.0
30091,6,60.0
30092,8,80.0
30093,6,60.0
30094,7,70.0
30095,5,50.0
30096,5,50.0
30097,5,50.0
30098,7,70.0
30099,1,10.0
30100,4,40.0
30101,6,60.0
30102,7,70.0
30103,5,50.0
30104,5,50.0
30105,2,20.0
30106,5,50.0
30107,5,50.0
30108,6,60.0
30109,9,90.0
30110,7,70.0
30111,4,40.0
30112,8,80.0
30113,7,70.0
30114,7,70.0
30115,7,70.0
30116,4,40.0
30117,7,70.0
30118,4,40.0
30119,4,40.0
30120,5,50.0
30121,4,40.0
30122,6,60.0
30123,3,30.0
30124,9,90.0
30125,5,50.0
30126,7,70.0
30127,7,70.0
30128,8,80.0
30129,4,40.0
30130,5,50.0
30131,9,90.0
30132,6,60.0
30133,2,20.0
30134,10,100.0
30135,8,80.0
30136,7,70.0
30137,7,70.0
30138,8,80.0
30139,4,40.0
30140,9,90.0
30141,1,10.0
30142,2,20.0
30143,8,80.0
30144,5,50.0
30145,6,60.0
30146,5,50.0
30147,6,60.0
30148,5,50.0
30149,9,90.0
30150,4,40.0
30151,3,30.0
30152,4,40.0
30153,5,50.0
30154,7,70.0
30155,7,70.0
30156,9,90.0
30157,8,80.0
30158,7,70.0
30159,9,90.0
30160,7,70.0
30161,8,80.0
30162,1,10.0
30163,1,10.0
30164,5,50.0
30165,5,50.0
30166,4,40.0
30167,8,80.0
30168,10,100.0
30169,5,50.0
30170,6,60.0
30171,8,80.0
30172,7,70.0
30173,4,40.0
30174,4,40.0
30175,6,60.0
30176,4,40.0
30177,6,60.0
30178,2,20.0
30179,5,50.0
30180,8,80.0
30181,8,80.0
30182,7,70.0
30183,8,80.0
30184,8,80.0
30185,7,70.0
30186,5,50.0
30187,7,70.0
30188,4,40.0
30189,4,40.0
30190,7,70.0
30191,4,40.0
30192,5,50.0
30193,7,70.0
30194,8,80.0
30195,8,80.0
30196,6,60.0
30197,6,60.0
30198,7,70.0
30199,5,50.0
30200,5,50.0
30201,4,40.0
30202,8,80.0
30203,9,90.0
30204,5,50.0
30205,6,60.0
30206,5,50.0
30207,5,50.0
30208,5,50.0
30209,8,80.0
30210,7,70.0
30211,8,80.0
30212,5,50.0
30213,4,40.0
30214,3,30.0
30215,4,40.0
30216,5,50.0
30217,10,100.0
30218,2,20.0
30219,6,60.0
30220,9,90.0
30221,4,40.0
30222,4,40.0
30223,7,70.0
30224,5,50.0
30225,7,70.0
30226,9,90.0
30227,6,60.0
30228,2,20.0
30229,6,60.0
30230,6,60.0
30231,7,70.0
30232,2,20.0
30233,5,50.0
30234,7,70.0
30235,6,60.0
30236,4,40.0
30237,6,60.0
30238,9,90.0
30239,8,80.0
30240,8,80.0
30241,4,40.0
30242,9,90.0
30243,4,40.0
30244,1,10.0
30245,3,30.0
30246,5,50.0
30247,7,70.0
30248,7,70.0
30249,7,70.0
30250,4,40.0
30251,3,30.0
30252,9,90.0
30253,8,80.0
30254,6,60.0
30255,8,80.0
30256,6,60.0
30257,8,80.0
30258,7,70.0
30259,7,70.0
30260,7,70.0
30261,7,70.0
30262,7,70.0
30263,3,30.0
30264,9,90.0
30265,6,60.0
30266,7,70.0
30267,8,80.0
30268,5,50.0
30269,5,50.0
30270,7,70.0
30271,7,70.0
30272,2,20.0
30273,6,60.0
30274,4,40.0
30275,10,100.0
30276,8,80.0
30277,6,60.0
30278,8,80.0
30279,2,20.0
30280,7,70.0
30281,6,60.0
30282,8,80.0
30283,6,60.0
30284,5,50.0
30285,3,30.0
30286,7,70.0
30287,8,80.0
30288,8,80.0
30289,8,80.0
30290,3,30.0
30291,5,50.0
30292,7,70.0
30293,3,30.0
30294,7,70.0
30295,5,50.0
30296,9,90.0
30297,8,80.0
30298,2,20.0
30299,5,50.0
30300,8,80.0
30301,7,70.0
30302,8,80.0
30303,7,70.0
30304,5,50.0
30305,6,60.0
30306,6,60.0
30307,7,70.0
30308,5,50.0
30309,6,60.0
30310,5,50.0
30311,2,20.0
30312,1,10.0
30313,7,70.0
30315,7,70.0
30316,6,60.0
30317,10,100.0
30318,1,10.0
30319,5,50.0
30320,4,40.0
30321,4,40.0
30322,7,70.0
30323,6,60.0
30324,6,60.0
30325,4,40.0
30326,5,50.0
30327,7,70.0
30328,3,30.0
30329,7,70.0
30330,6,60.0
30331,3,30.0
30332,2,20.0
30333,3,30.0
30334,5,50.0
30335,5,50.0
30336,8,80.0
30337,9,90.0
30338,6,60.0
30339,9,90.0
30340,9,90.0
30341,9,90.0
30342,9,90.0
30343,8,80.0
30344,10,100.0
30345,5,50.0
30346,7,70.0
30347,6,60.0
30348,5,50.0
30349,6,60.0
30350,9,90.0
30351,5,50.0
30352,3,30.0
30353,7,70.0
30354,7,70.0
30355,4,40.0
30356,5,50.0
30357,8,80.0
30358,9,90.0
30359,8,80.0
30360,8,80.0
30361,10,100.0
30362,4,40.0
30363,7,70.0
30364,6,60.0
30365,6,60.0
30366,5,50.0
30367,5,50.0
30368,8,80.0
30369,4,40.0
30370,5,50.0
30371,4,40.0
30372,6,60.0
30373,6,60.0
30374,1,10.0
30375,7,70.0
30376,8,80.0
30377,10,100.0
30378,7,70.0
30379,6,60.0
30380,6,60.0
30381,7,70.0
30382,6,60.0
30383,7,70.0
30384,8,80.0
30385,6,60.0
30386,7,70.0
30387,7,70.0
30388,3,30.0
30389,4,40.0
30390,5,50.0
30391,6,60.0
30392,4,40.0
30393,7,70.0
30394,6,60.0
30395,8,80.0
30396,6,60.0
30397,6,60.0
30398,5,50.0
30399,4,40.0
30400,7,70.0
30401,7,70.0
30402,1,10.0
30403,4,40.0
30404,4,40.0
30405,5,50.0
30406,7,70.0
30407,7,70.0
30408,5,50.0
30409,8,80.0
30410,5,50.0
30411,8,80.0
30412,5,50.0
30413,2,20.0
30414,6,60.0
30415,6,60.0
30416,8,80.0
30417,8,80.0
30418,8,80.0
30419,3,30.0
30420,7,70.0
30421,8,80.0
30422,4,40.0
30423,2,20.0
30424,9,90.0
30425,6,60.0
30426,8,80.0
30427,7,70.0
30428,8,80.0
30429,6,60.0
30430,7,70.0
30431,4,40.0
30432,7,70.0
30433,6,60.0
30434,7,70.0
30435,6,60.0
30436,3,30.0
30437,5,50.0
30438,8,80.0
30439,7,70.0
30440,3,30.0
30441,7,70.0
30442,6,60.0
30443,6,60.0
30444,5,50.0
30445,8,80.0
30446,5,50.0
30447,5,50.0
30448,2,20.0
30450,7,70.0
30451,7,70.0
30452,4,40.0
30453,10,100.0
30454,8,80.0
30455,8,80.0
30456,7,70.0
30457,7,70.0
30458,10,100.0
30459,7,70.0
30460,8,80.0
30461,7,70.0
30462,4,40.0
30463,7,70.0
30464,6,60.0
30465,8,80.0
30466,4,40.0
30467,6,60.0
30468,5,50.0
30469,3,30.0
30470,6,60.0
30471,7,70.0
30472,9,90.0
30473,4,40.0
30474,5,50.0
30475,5,50.0
30476,4,40.0
30477,5,50.0
30478,6,60.0
30479,1,10.0
30480,3,30.0
30481,7,70.0
30482,5,50.0
30483,4,40.0
30484,6,60.0
30485,2,20.0
30486,6,60.0
30487,5,50.0
30488,8,80.0
30489,6,60.0
30490,9,90.0
30491,8,80.0
30492,6,60.0
30493,7,70.0
30494,5,50.0
30495,4,40.0
30496,9,90.0
30497,8,80.0
30498,8,80.0
30499,4,40.0
30500,6,60.0
30501,3,30.0
30502,7,70.0
30503,5,50.0
30504,5,50.0
30505,3,30.0
30506,9,90.0
30507,8,80.0
30508,7,70.0
30509,7,70.0
30510,5,50.0
30511,5,50.0
30512,4,40.0
30513,5,50.0
30514,6,60.0
30515,6,60.0
30516,9,90.0
