match_id,players_in_chat,percent_players_in_chat
11432,8,80.0
11433,7,70.0
11434,8,80.0
11435,7,70.0
11436,6,60.0
11437,7,70.0
11438,6,60.0
11439,6,60.0
11440,6,60.0
11441,7,70.0
11442,6,60.0
11443,8,80.0
11444,4,40.0
11445,4,40.0
11446,6,60.0
11447,8,80.0
11448,5,50.0
11449,6,60.0
11450,6,60.0
11451,3,30.0
11452,8,80.0
11453,4,40.0
11454,8,80.0
11455,8,80.0
11456,2,20.0
11457,2,20.0
11458,8,80.0
11459,6,60.0
11460,8,80.0
11461,7,70.0
11462,5,50.0
11463,6,60.0
11464,5,50.0
11465,7,70.0
11466,8,80.0
11467,6,60.0
11468,10,100.0
11469,5,50.0
11470,6,60.0
11471,5,50.0
11472,8,80.0
11473,1,10.0
11474,8,80.0
11475,9,90.0
11476,4,40.0
11477,5,50.0
11478,4,40.0
11479,1,10.0
11480,5,50.0
11481,8,80.0
11482,7,70.0
11483,7,70.0
11484,8,80.0
11485,4,40.0
11486,3,30.0
11487,4,40.0
11488,8,80.0
11489,7,70.0
11490,2,20.0
11491,7,70.0
11492,5,50.0
11493,8,80.0
11494,4,40.0
11495,8,80.0
11496,6,60.0
11497,3,30.0
11498,5,50.0
11499,4,40.0
11500,6,60.0
11501,8,80.0
11502,6,60.0
11503,8,80.0
11504,8,80.0
11505,5,50.0
11506,5,50.0
11507,8,80.0
11508,8,80.0
11509,6,60.0
11510,4,40.0
11511,8,80.0
11512,5,50.0
11513,5,50.0
11514,6,60.0
11515,8,80.0
11516,5,50.0
11517,5,50.0
11518,5,50.0
11519,6,60.0
11520,6,60.0
11521,4,40.0
11522,7,70.0
11523,7,70.0
11524,5,50.0
11525,4,40.0
11526,6,60.0
11527,7,70.0
11528,6,60.0
11529,10,100.0
11530,4,40.0
11531,5,50.0
11532,5,50.0
11533,7,70.0
11534,7,70.0
11535,5,50.0
11536,5,50.0
11537,5,50.0
11538,7,70.0
11539,5,50.0
11540,7,70.0
11541,4,40.0
11542,7,70.0
11543,8,80.0
11544,4,40.0
11545,6,60.0
11546,7,70.0
11547,4,40.0
11548,7,70.0
11549,7,70.0
11550,8,80.0
11551,6,60.0
11552,6,60.0
11553,8,80.0
11554,5,50.0
11555,5,50.0
11556,8,80.0
11557,9,90.0
11558,4,40.0
11559,1,10.0
11560,7,70.0
11561,6,60.0
11562,7,70.0
11563,9,90.0
11564,8,80.0
11565,8,80.0
11566,6,60.0
11567,6,60.0
11568,5,50.0
11569,7,70.0
11570,6,60.0
11571,6,60.0
11572,5,50.0
11573,6,60.0
11574,3,30.0
11575,3,30.0
11576,9,90.0
11577,8,80.0
11578,9,90.0
11579,6,60.0
11580,6,60.0
11581,7,70.0
11582,4,40.0
11583,8,80.0
11584,7,70.0
11585,2,20.0
11586,8,80.0
11587,8,80.0
11588,9,90.0
11589,8,80.0
11590,7,70.0
11591,4,40.0
11592,8,80.0
11593,2,20.0
11594,7,70.0
11595,2,20.0
11596,6,60.0
11597,1,10.0
11598,2,20.0
11599,7,70.0
11600,9,90.0
11601,6,60.0
11602,7,70.0
11603,8,80.0
11604,7,70.0
11605,1,10.0
11606,5,50.0
11607,6,60.0
11608,7,70.0
11609,6,60.0
11610,7,70.0
11611,8,80.0
11612,9,90.0
11613,3,30.0
11614,4,40.0
11615,7,70.0
11616,6,60.0
11617,3,30.0
11618,9,90.0
11619,8,80.0
11620,6,60.0
11621,2,20.0
11622,8,80.0
11623,6,60.0
11624,7,70.0
11625,6,60.0
11626,5,50.0
11627,8,80.0
11628,7,70.0
11629,6,60.0
11630,2,20.0
11631,3,30.0
11632,8,80.0
11634,3,30.0
11635,8,80.0
11636,5,50.0
11637,8,80.0
11638,7,70.0
11639,6,60.0
11640,7,70.0
11641,6,60.0
11642,7,70.0
11643,4,40.0
11644,5,50.0
11645,4,40.0
11646,6,60.0
11647,9,90.0
11648,7,70.0
11649,5,50.0
11650,9,90.0
11651,6,60.0
11652,4,40.0
11653,3,30.0
11654,7,70.0
11655,7,70.0
11656,4,40.0
11657,9,90.0
11658,8,80.0
11659,6,60.0
11660,4,40.0
11661,5,50.0
11662,4,40.0
11663,8,80.0
11664,5,50.0
11665,4,40.0
11666,7,70.0
11667,2,20.0
11668,6,60.0
11669,6,60.0
11670,5,50.0
11671,8,80.0
11672,8,80.0
11673,8,80.0
11674,7,70.0
11675,9,90.0
11676,5,50.0
11677,7,70.0
11678,8,80.0
11679,2,20.0
11680,6,60.0
11681,5,50.0
11682,9,90.0
11683,6,60.0
11684,6,60.0
11685,7,70.0
11686,5,50.0
11687,6,60.0
11688,5,50.0
11689,3,30.0
11690,3,30.0
11691,5,50.0
11692,8,80.0
11693,7,70.0
11694,8,80.0
11695,3,30.0
11696,8,80.0
11697,5,50.0
11698,3,30.0
11699,4,40.0
11700,7,70.0
11701,8,80.0
11702,6,60.0
11703,5,50.0
11704,6,60.0
11705,6,60.0
11706,7,70.0
11707,4,40.0
11708,5,50.0
11709,6,60.0
11710,5,50.0
11711,4,40.0
11712,5,50.0
11713,9,90.0
11714,6,60.0
11715,6,60.0
11716,5,50.0
11717,9,90.0
11718,5,50.0
11719,5,50.0
11720,6,60.0
11721,5,50.0
11722,8,80.0
11723,6,60.0
11724,4,40.0
11725,6,60.0
11726,5,50.0
11727,5,50.0
11728,4,40.0
11729,5,50.0
11730,6,60.0
11731,9,90.0
11732,8,80.0
11733,9,90.0
11734,9,90.0
11735,8,80.0
11736,9,90.0
11737,6,60.0
11738,3,30.0
11739,9,90.0
11740,7,70.0
11741,7,70.0
11742,9,90.0
11743,2,20.0
11744,5,50.0
11745,7,70.0
11746,8,80.0
11747,6,60.0
11748,9,90.0
11749,5,50.0
11750,6,60.0
11751,6,60.0
11752,4,40.0
11753,9,90.0
11754,8,80.0
11755,7,70.0
11756,8,80.0
11757,9,90.0
11758,7,70.0
11759,5,50.0
11760,7,70.0
11761,6,60.0
11762,8,80.0
11763,5,50.0
11764,2,20.0
11765,7,70.0
11766,8,80.0
11767,10,100.0
11768,9,90.0
11769,8,80.0
11770,7,70.0
11771,10,100.0
11772,7,70.0
11773,5,50.0
11774,4,40.0
11775,8,80.0
11776,8,80.0
11777,8,80.0
11778,6,60.0
11779,5,50.0
11780,3,30.0
11781,4,40.0
11782,5,50.0
11783,1,10.0
11784,9,90.0
11785,4,40.0
11786,5,50.0
11787,3,30.0
11788,4,40.0
11789,4,40.0
11790,5,50.0
11791,4,40.0
11792,6,60.0
11793,8,80.0
11794,4,40.0
11795,7,70.0
11796,8,80.0
11797,8,80.0
11798,3,30.0
11799,8,80.0
11800,4,40.0
11801,3,30.0
11802,3,30.0
11803,4,40.0
11804,5,50.0
11805,8,80.0
11806,7,70.0
11807,8,80.0
11808,8,80.0
11809,4,40.0
11810,7,70.0
11811,3,30.0
11812,7,70.0
11813,7,70.0
11814,6,60.0
11815,6,60.0
11816,3,30.0
11817,5,50.0
11818,8,80.0
11819,2,20.0
11820,7,70.0
11821,4,40.0
11822,8,80.0
11823,8,80.0
11824,5,50.0
11825,8,80.0
11826,6,60.0
11827,7,70.0
11828,6,60.0
11829,7,70.0
11830,4,40.0
11831,7,70.0
11832,9,90.0
11833,3,30.0
11834,5,50.0
11835,3,30.0
11836,4,40.0
11837,6,60.0
11838,7,70.0
11839,9,90.0
11840,4,40.0
11841,9,90.0
11842,10,100.0
11843,4,40.0
11844,7,70.0
11845,6,60.0
11846,6,60.0
11847,6,60.0
11848,7,70.0
11849,5,50.0
11850,5,50.0
11851,4,40.0
11852,6,60.0
11853,5,50.0
11854,4,40.0
11855,1,10.0
11856,6,60.0
11857,3,30.0
11858,5,50.0
11859,1,10.0
11860,5,50.0
11861,5,50.0
11862,8,80.0
11863,6,60.0
11864,8,80.0
11865,6,60.0
11866,6,60.0
11867,6,60.0
11868,7,70.0
11869,8,80.0
11870,7,70.0
11871,6,60.0
11872,4,40.0
11873,5,50.0
11874,6,60.0
11875,4,40.0
11876,9,90.0
11877,5,50.0
11878,8,80.0
11879,5,50.0
11880,3,30.0
11881,6,60.0
11882,5,50.0
11883,5,50.0
11884,10,100.0
11885,7,70.0
11886,8,80.0
11887,7,70.0
11888,3,30.0
11889,5,50.0
11890,6,60.0
11891,5,50.0
11892,4,40.0
11893,5,50.0
11894,9,90.0
11895,8,80.0
11896,7,70.0
11897,6,60.0
11898,5,50.0
11899,4,40.0
11900,8,80.0
11901,6,60.0
11902,3,30.0
11903,7,70.0
11904,5,50.0
11905,6,60.0
11906,4,40.0
11907,4,40.0
11908,7,70.0
11909,6,60.0
11910,4,40.0
11911,6,60.0
11912,6,60.0
11913,4,40.0
11914,4,40.0
11915,10,100.0
11916,7,70.0
11917,9,90.0
11918,6,60.0
11919,5,50.0
11920,4,40.0
11921,8,80.0
11922,8,80.0
11923,7,70.0
11924,3,30.0
11925,7,70.0
11926,7,70.0
11927,7,70.0
11928,7,70.0
11929,10,100.0
11930,8,80.0
11931,7,70.0
11932,6,60.0
11933,6,60.0
11934,3,30.0
11935,5,50.0
11936,5,50.0
11937,9,90.0
11938,5,50.0
11939,8,80.0
11940,6,60.0
11941,7,70.0
11942,6,60.0
11943,7,70.0
11944,8,80.0
11945,9,90.0
11946,7,70.0
11947,3,30.0
11948,9,90.0
11949,3,30.0
11950,3,30.0
11951,8,80.0
11952,5,50.0
11953,8,80.0
11954,6,60.0
11955,8,80.0
11956,8,80.0
11957,10,100.0
11958,3,30.0
11959,9,90.0
11960,8,80.0
11961,8,80.0
11962,3,30.0
11963,7,70.0
11964,3,30.0
11965,6,60.0
11966,6,60.0
11967,5,50.0
11968,10,100.0
11969,8,80.0
11970,8,80.0
11971,6,60.0
11972,5,50.0
11973,9,90.0
11974,6,60.0
11975,7,70.0
11976,5,50.0
11977,6,60.0
11978,4,40.0
11979,7,70.0
11980,6,60.0
11981,5,50.0
11982,5,50.0
11983,2,20.0
11984,6,60.0
11985,9,90.0
11986,4,40.0
11987,8,80.0
11988,6,60.0
11989,6,60.0
11990,4,40.0
11991,7,70.0
11992,9,90.0
11993,8,80.0
11994,7,70.0
11995,6,60.0
11996,3,30.0
11997,8,80.0
11998,8,80.0
11999,9,90.0
12000,3,30.0
12001,4,40.0
12002,3,30.0
12003,8,80.0
12004,2,20.0
12005,8,80.0
12006,7,70.0
12007,4,40.0
12008,6,60.0
12009,6,60.0
12010,8,80.0
12011,9,90.0
12012,5,50.0
12013,9,90.0
12014,9,90.0
12015,7,70.0
12016,10,100.0
12017,5,50.0
12018,5,50.0
12019,10,100.0
12020,5,50.0
12021,3,30.0
12022,7,70.0
12023,7,70.0
12024,8,80.0
12025,5,50.0
12026,5,50.0
12027,5,50.0
12028,5,50.0
12029,5,50.0
12030,7,70.0
12031,5,50.0
12032,3,30.0
12033,3,30.0
12034,8,80.0
12035,7,70.0
12036,4,40.0
12037,1,10.0
12038,4,40.0
12039,9,90.0
12040,8,80.0
12041,6,60.0
12042,9,90.0
12043,7,70.0
12044,4,40.0
12045,4,40.0
12046,5,50.0
12047,6,60.0
12048,3,30.0
12049,3,30.0
12050,7,70.0
12051,8,80.0
12052,5,50.0
12053,6,60.0
12054,4,40.0
12055,5,50.0
12056,4,40.0
12057,5,50.0
12058,9,90.0
12059,8,80.0
12060,4,40.0
12061,9,90.0
12062,4,40.0
12063,6,60.0
12064,7,70.0
12065,6,60.0
12066,6,60.0
12067,7,70.0
12068,4,40.0
12069,4,40.0
12070,9,90.0
12071,6,60.0
12072,5,50.0
12073,4,40.0
12074,4,40.0
12075,6,60.0
12076,8,80.0
12077,8,80.0
12078,5,50.0
12079,9,90.0
12080,7,70.0
12081,8,80.0
12082,9,90.0
12083,3,30.0
12084,7,70.0
12085,5,50.0
12086,9,90.0
12087,3,30.0
12088,8,80.0
12089,7,70.0
12090,7,70.0
12091,4,40.0
12092,9,90.0
12093,8,80.0
12094,5,50.0
12095,5,50.0
12096,6,60.0
12097,5,50.0
12098,5,50.0
12099,7,70.0
12100,4,40.0
12101,4,40.0
12102,6,60.0
12103,7,70.0
12104,3,30.0
12105,7,70.0
12106,1,10.0
12107,9,90.0
12108,5,50.0
12109,7,70.0
12110,6,60.0
12111,7,70.0
12112,6,60.0
12113,5,50.0
12114,4,40.0
12115,9,90.0
12116,6,60.0
12117,4,40.0
12118,8,80.0
12119,6,60.0
12120,7,70.0
12121,8,80.0
12122,7,70.0
12123,7,70.0
12124,6,60.0
12125,8,80.0
12126,5,50.0
12127,7,70.0
12128,6,60.0
12129,7,70.0
12130,1,10.0
12131,7,70.0
12132,1,10.0
12133,10,100.0
12134,4,40.0
12135,8,80.0
12136,7,70.0
12137,5,50.0
12138,6,60.0
12139,6,60.0
12140,5,50.0
12141,9,90.0
12142,4,40.0
12143,1,10.0
12144,5,50.0
12145,8,80.0
12146,8,80.0
12147,6,60.0
12148,5,50.0
12149,8,80.0
12150,6,60.0
12151,4,40.0
12152,7,70.0
12153,9,90.0
12154,6,60.0
12155,3,30.0
12156,5,50.0
12157,5,50.0
12158,6,60.0
12159,4,40.0
12160,8,80.0
12161,4,40.0
12162,2,20.0
12163,9,90.0
12164,5,50.0
12165,6,60.0
12166,2,20.0
12167,5,50.0
12168,8,80.0
12169,8,80.0
12170,3,30.0
12171,3,30.0
12172,5,50.0
12173,7,70.0
12174,6,60.0
12175,4,40.0
12176,5,50.0
12177,5,50.0
12178,8,80.0
12179,4,40.0
12180,7,70.0
12181,3,30.0
12182,6,60.0
12183,8,80.0
12184,8,80.0
12185,6,60.0
12186,5,50.0
12187,6,60.0
12188,5,50.0
12189,6,60.0
12190,5,50.0
12191,5,50.0
12192,6,60.0
12193,6,60.0
12194,9,90.0
12195,7,70.0
12196,7,70.0
12197,5,50.0
12198,6,60.0
12199,7,70.0
12200,5,50.0
12201,4,40.0
12202,8,80.0
12203,6,60.0
12204,7,70.0
12205,10,100.0
12206,7,70.0
12207,2,20.0
12208,4,40.0
12209,6,60.0
12210,5,50.0
12211,4,40.0
12212,7,70.0
12213,9,90.0
12214,1,10.0
12215,7,70.0
12216,4,40.0
12217,6,60.0
12218,5,50.0
12219,3,30.0
12220,5,50.0
12221,8,80.0
12222,8,80.0
12223,6,60.0
12224,7,70.0
12225,4,40.0
12226,3,30.0
12227,6,60.0
12228,4,40.0
12229,5,50.0
12230,6,60.0
12231,6,60.0
12232,9,90.0
12233,7,70.0
12234,5,50.0
12235,5,50.0
12236,7,70.0
12237,4,40.0
12238,4,40.0
12239,7,70.0
12240,10,100.0
12241,9,90.0
12242,7,70.0
12243,8,80.0
12244,4,40.0
12245,6,60.0
12246,9,90.0
12247,8,80.0
12248,7,70.0
12249,10,100.0
12250,6,60.0
12251,4,40.0
12252,8,80.0
12253,5,50.0
12254,7,70.0
12255,7,70.0
12256,5,50.0
12257,5,50.0
12258,7,70.0
12259,6,60.0
12260,8,80.0
12261,5,50.0
12262,5,50.0
12263,3,30.0
12264,5,50.0
12265,6,60.0
12266,3,30.0
12267,8,80.0
12268,4,40.0
12269,2,20.0
12270,6,60.0
12271,9,90.0
12272,8,80.0
12273,5,50.0
12274,4,40.0
12275,9,90.0
12276,7,70.0
12277,8,80.0
12278,9,90.0
12279,6,60.0
12280,5,50.0
12281,7,70.0
12282,8,80.0
12283,1,10.0
12284,7,70.0
12285,8,80.0
12286,8,80.0
12287,5,50.0
12288,9,90.0
12289,6,60.0
12290,7,70.0
12291,5,50.0
12292,5,50.0
12293,4,40.0
12294,6,60.0
12295,8,80.0
12296,7,70.0
12297,6,60.0
12298,9,90.0
12299,5,50.0
12300,8,80.0
12301,7,70.0
12302,10,100.0
12303,9,90.0
12304,5,50.0
12305,2,20.0
12306,5,50.0
12307,7,70.0
12308,7,70.0
12309,7,70.0
12310,2,20.0
12311,4,40.0
12312,6,60.0
12313,4,40.0
12314,7,70.0
12315,6,60.0
12316,6,60.0
12317,7,70.0
12318,3,30.0
12319,7,70.0
12320,7,70.0
12321,6,60.0
12322,5,50.0
12323,5,50.0
12324,7,70.0
12325,8,80.0
12326,5,50.0
12327,9,90.0
12328,5,50.0
12329,6,60.0
12330,7,70.0
12331,5,50.0
12332,9,90.0
12333,8,80.0
12334,7,70.0
12335,6,60.0
12336,7,70.0
12337,8,80.0
12338,7,70.0
12339,8,80.0
12340,6,60.0
12341,8,80.0
12342,2,20.0
12343,9,90.0
12344,2,20.0
12345,5,50.0
12346,8,80.0
12347,6,60.0
12348,4,40.0
12349,6,60.0
12350,3,30.0
12351,4,40.0
12352,5,50.0
12353,4,40.0
12354,8,80.0
12355,6,60.0
12356,4,40.0
12357,7,70.0
12358,6,60.0
12359,2,20.0
12360,3,30.0
12361,6,60.0
12362,10,100.0
12363,9,90.0
12364,5,50.0
12365,6,60.0
12366,9,90.0
12367,7,70.0
12368,7,70.0
12369,7,70.0
12370,10,100.0
12371,7,70.0
12372,8,80.0
12373,5,50.0
12374,2,20.0
12375,6,60.0
12376,8,80.0
12377,5,50.0
12378,5,50.0
12379,7,70.0
12380,7,70.0
12381,7,70.0
12382,7,70.0
12383,7,70.0
12384,4,40.0
12385,1,10.0
12386,7,70.0
12387,5,50.0
12388,5,50.0
12389,5,50.0
12390,6,60.0
12391,7,70.0
12392,4,40.0
12393,5,50.0
12394,8,80.0
12395,8,80.0
12396,8,80.0
12397,8,80.0
12398,5,50.0
12399,5,50.0
12400,5,50.0
12401,6,60.0
12402,8,80.0
12403,7,70.0
12404,9,90.0
12405,8,80.0
12406,7,70.0
12407,6,60.0
12408,9,90.0
12409,3,30.0
12410,1,10.0
12411,6,60.0
12412,7,70.0
12413,9,90.0
12414,6,60.0
12415,6,60.0
12416,3,30.0
12417,7,70.0
12418,7,70.0
12419,3,30.0
12420,4,40.0
12421,7,70.0
12422,7,70.0
12423,7,70.0
12424,6,60.0
12425,7,70.0
12426,8,80.0
12427,8,80.0
12428,7,70.0
12429,6,60.0
12430,7,70.0
12431,9,90.0
12432,8,80.0
12433,4,40.0
12434,8,80.0
12435,1,10.0
12436,8,80.0
12437,5,50.0
12438,7,70.0
12439,7,70.0
12440,8,80.0
12441,5,50.0
12442,9,90.0
12443,10,100.0
12444,6,60.0
12445,5,50.0
12446,2,20.0
12447,8,80.0
12448,5,50.0
12449,6,60.0
12450,7,70.0
12451,10,100.0
12452,8,80.0
12453,4,40.0
12454,8,80.0
12455,7,70.0
12456,6,60.0
12457,4,40.0
12458,4,40.0
12459,4,40.0
12460,8,80.0
12461,8,80.0
12462,9,90.0
12463,4,40.0
12464,6,60.0
12465,5,50.0
12466,7,70.0
12467,7,70.0
12468,7,70.0
12469,2,20.0
12470,7,70.0
12471,8,80.0
12472,9,90.0
12473,5,50.0
12474,8,80.0
12475,7,70.0
12476,3,30.0
12477,3,30.0
12478,10,100.0
12479,6,60.0
12480,5,50.0
12481,7,70.0
12482,9,90.0
12483,6,60.0
12484,5,50.0
12485,4,40.0
12486,8,80.0
12487,6,60.0
12488,3,30.0
12489,8,80.0
12490,6,60.0
12491,5,50.0
12492,6,60.0
12493,1,10.0
12494,2,20.0
12495,9,90.0
12496,6,60.0
12497,8,80.0
12498,2,20.0
12499,6,60.0
12500,7,70.0
12501,7,70.0
12502,4,40.0
12503,4,40.0
12504,8,80.0
12505,4,40.0
12506,4,40.0
12507,10,100.0
12508,8,80.0
12509,9,90.0
12510,4,40.0
12511,9,90.0
12512,9,90.0
12513,6,60.0
12514,4,40.0
12515,8,80.0
12516,4,40.0
12517,5,50.0
12518,6,60.0
12519,6,60.0
12520,5,50.0
12521,6,60.0
12522,7,70.0
12523,4,40.0
12524,5,50.0
12525,5,50.0
12526,6,60.0
12527,4,40.0
12528,7,70.0
12529,3,30.0
12530,7,70.0
12531,4,40.0
12532,6,60.0
12533,5,50.0
12534,10,100.0
12535,8,80.0
12536,6,60.0
12537,8,80.0
12538,10,100.0
12539,6,60.0
12540,9,90.0
12541,10,100.0
12542,4,40.0
12543,8,80.0
12544,7,70.0
12545,9,90.0
12546,3,30.0
12547,8,80.0
12548,6,60.0
12549,5,50.0
12550,9,90.0
12551,7,70.0
12552,6,60.0
12553,8,80.0
12554,6,60.0
12555,2,20.0
12556,2,20.0
12557,6,60.0
12558,7,70.0
12559,4,40.0
12560,9,90.0
12561,2,20.0
12562,7,70.0
12563,4,40.0
12564,6,60.0
12565,4,40.0
12566,4,40.0
12567,6,60.0
12568,8,80.0
12569,8,80.0
12570,2,20.0
12571,8,80.0
12572,2,20.0
12573,7,70.0
12574,1,10.0
12575,7,70.0
12576,6,60.0
12577,7,70.0
12578,7,70.0
12579,5,50.0
12580,8,80.0
12581,6,60.0
12582,5,50.0
12583,5,50.0
12584,4,40.0
12585,5,50.0
12586,7,70.0
12587,5,50.0
12588,7,70.0
12589,5,50.0
12590,6,60.0
12591,5,50.0
12592,10,100.0
12593,8,80.0
12594,5,50.0
12595,7,70.0
12596,7,70.0
12597,3,30.0
12598,3,30.0
12599,8,80.0
12600,4,40.0
12601,8,80.0
12602,5,50.0
12603,6,60.0
12604,7,70.0
12605,5,50.0
12606,8,80.0
12607,6,60.0
12608,5,50.0
12609,6,60.0
12610,5,50.0
12611,7,70.0
12612,7,70.0
12613,10,100.0
12614,7,70.0
12615,10,100.0
12616,6,60.0
12617,3,30.0
12618,9,90.0
12619,5,50.0
12620,5,50.0
12621,7,70.0
12622,6,60.0
12623,8,80.0
12624,2,20.0
12625,3,30.0
12626,5,50.0
12627,6,60.0
12628,1,10.0
12629,6,60.0
12630,7,70.0
12631,2,20.0
12632,4,40.0
12633,3,30.0
12634,1,10.0
12635,9,90.0
12636,4,40.0
12637,5,50.0
12638,9,90.0
12639,8,80.0
12640,7,70.0
12641,6,60.0
12642,6,60.0
12643,5,50.0
12644,6,60.0
12645,8,80.0
12646,5,50.0
12647,8,80.0
12648,8,80.0
12649,6,60.0
12650,5,50.0
12651,6,60.0
12652,2,20.0
12653,5,50.0
12654,9,90.0
12655,7,70.0
12656,7,70.0
12657,6,60.0
12658,8,80.0
12659,5,50.0
12660,9,90.0
12661,5,50.0
12662,3,30.0
12663,6,60.0
12664,6,60.0
12665,7,70.0
12666,4,40.0
12667,5,50.0
12668,1,10.0
12669,2,20.0
12670,5,50.0
12671,7,70.0
12672,4,40.0
12673,8,80.0
12674,6,60.0
12675,9,90.0
12676,10,100.0
12677,7,70.0
12678,8,80.0
12679,9,90.0
12680,8,80.0
12681,8,80.0
12682,6,60.0
12683,8,80.0
12684,6,60.0
12685,6,60.0
12686,8,80.0
12687,7,70.0
12688,3,30.0
12689,6,60.0
12690,8,80.0
12691,3,30.0
12692,5,50.0
12693,4,40.0
12694,9,90.0
12695,3,30.0
12696,7,70.0
12697,7,70.0
12698,8,80.0
12699,4,40.0
12700,7,70.0
12701,7,70.0
12702,6,60.0
12703,3,30.0
12704,9,90.0
12705,9,90.0
12706,6,60.0
12707,7,70.0
12708,6,60.0
12709,8,80.0
12710,6,60.0
12711,2,20.0
12712,6,60.0
12713,8,80.0
12714,7,70.0
12715,7,70.0
12716,6,60.0
12717,7,70.0
12718,7,70.0
12719,6,60.0
12720,7,70.0
12721,6,60.0
12722,7,70.0
12723,3,30.0
12724,5,50.0
12725,8,80.0
12726,6,60.0
12727,6,60.0
12728,4,40.0
12729,8,80.0
12730,7,70.0
12731,5,50.0
12732,5,50.0
12733,10,100.0
12734,8,80.0
12735,7,70.0
12736,7,70.0
12737,5,50.0
12738,4,40.0
12739,7,70.0
12740,8,80.0
12741,8,80.0
12742,8,80.0
12743,5,50.0
12744,4,40.0
12745,6,60.0
12746,5,50.0
12747,1,10.0
12748,8,80.0
12749,8,80.0
12750,3,30.0
12751,7,70.0
12752,8,80.0
12753,8,80.0
12754,5,50.0
12755,6,60.0
12756,10,100.0
12757,5,50.0
12758,7,70.0
12759,7,70.0
12760,7,70.0
12761,5,50.0
12762,9,90.0
12763,6,60.0
12764,7,70.0
12765,7,70.0
12766,5,50.0
12767,1,10.0
12768,7,70.0
12769,7,70.0
12770,7,70.0
12771,6,60.0
12772,7,70.0
12773,6,60.0
12774,2,20.0
12775,6,60.0
12776,7,70.0
12777,6,60.0
12778,4,40.0
12779,6,60.0
12780,7,70.0
12781,4,40.0
12782,7,70.0
12783,8,80.0
12784,5,50.0
12785,8,80.0
12786,7,70.0
12787,6,60.0
12788,9,90.0
12789,5,50.0
12790,6,60.0
12791,9,90.0
12792,7,70.0
12793,6,60.0
12794,6,60.0
12795,7,70.0
12796,7,70.0
12797,5,50.0
12798,5,50.0
12799,10,100.0
12800,8,80.0
12801,7,70.0
12802,6,60.0
12803,9,90.0
12804,8,80.0
12805,7,70.0
12806,3,30.0
12807,7,70.0
12808,8,80.0
12809,7,70.0
12810,7,70.0
12811,8,80.0
12812,1,10.0
12813,6,60.0
12814,4,40.0
12815,6,60.0
12816,3,30.0
12817,8,80.0
12818,4,40.0
12819,8,80.0
12820,3,30.0
12821,8,80.0
12822,6,60.0
12823,1,10.0
12824,7,70.0
12825,6,60.0
12826,7,70.0
12827,7,70.0
12828,1,10.0
12829,9,90.0
12830,7,70.0
12831,7,70.0
12832,6,60.0
12833,9,90.0
12834,8,80.0
12835,8,80.0
12836,7,70.0
12837,6,60.0
12838,9,90.0
12839,9,90.0
12840,7,70.0
12841,10,100.0
12842,2,20.0
12843,6,60.0
12844,8,80.0
12845,7,70.0
12846,5,50.0
12847,9,90.0
12848,6,60.0
12849,6,60.0
12850,5,50.0
12851,7,70.0
12852,9,90.0
12853,9,90.0
12854,4,40.0
12855,8,80.0
12856,5,50.0
12857,8,80.0
12858,6,60.0
12859,8,80.0
12860,8,80.0
12861,6,60.0
12862,7,70.0
12863,9,90.0
12864,4,40.0
12865,6,60.0
12866,9,90.0
12867,7,70.0
12868,8,80.0
12869,3,30.0
12870,6,60.0
12871,7,70.0
12872,8,80.0
12873,4,40.0
12874,4,40.0
12875,5,50.0
12876,7,70.0
12877,4,40.0
12878,3,30.0
12879,8,80.0
12880,8,80.0
12881,9,90.0
12882,7,70.0
12883,7,70.0
12884,4,40.0
12885,6,60.0
12886,8,80.0
12887,8,80.0
12888,5,50.0
12889,9,90.0
12890,4,40.0
12891,8,80.0
12892,7,70.0
12893,9,90.0
12894,5,50.0
12895,3,30.0
12896,5,50.0
12897,6,60.0
12898,9,90.0
12899,7,70.0
12900,4,40.0
12901,7,70.0
12902,1,10.0
12903,7,70.0
12904,5,50.0
12905,3,30.0
12906,2,20.0
12907,5,50.0
12908,4,40.0
12909,8,80.0
12910,5,50.0
12911,9,90.0
12912,7,70.0
12913,3,30.0
12914,10,100.0
12915,6,60.0
12916,6,60.0
12917,7,70.0
12918,7,70.0
12919,7,70.0
12920,5,50.0
12921,5,50.0
12922,8,80.0
12923,6,60.0
12924,5,50.0
12925,6,60.0
12926,9,90.0
12927,2,20.0
12928,3,30.0
12929,8,80.0
12930,9,90.0
12931,9,90.0
12932,8,80.0
12933,9,90.0
12934,7,70.0
12935,7,70.0
12936,5,50.0
12937,5,50.0
12938,5,50.0
12939,5,50.0
12940,9,90.0
12941,9,90.0
12942,9,90.0
12943,5,50.0
12944,4,40.0
12945,6,60.0
12946,7,70.0
12947,4,40.0
12948,10,100.0
12949,6,60.0
12950,8,80.0
12951,5,50.0
12952,8,80.0
12953,6,60.0
12954,4,40.0
12955,6,60.0
12956,7,70.0
12957,4,40.0
12958,6,60.0
12959,3,30.0
12960,6,60.0
12961,3,30.0
12962,7,70.0
12963,6,60.0
12964,7,70.0
12965,8,80.0
12966,3,30.0
12967,8,80.0
12968,4,40.0
12969,3,30.0
12970,6,60.0
12971,6,60.0
12972,9,90.0
12973,6,60.0
12974,7,70.0
12975,4,40.0
12976,6,60.0
12977,5,50.0
12978,9,90.0
12979,6,60.0
12980,8,80.0
12981,7,70.0
12982,8,80.0
12983,9,90.0
12984,9,90.0
12985,6,60.0
